out/pcc_out_201707.csv
﻿20170703,八掌溪,嘉義縣政府,無法決標公告,106年度鰲鼓、朴子溪河口、好美寮、布袋鹽田、八掌溪口、嘉南埤圳等6處重要 濕地環境維護(開口契約),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50&job_number=106GA375C2,N/A,N/A,N/A
20170703,坑子溪,桃園市政府水務局,無法決標公告,蘆竹區坑子溪上游坑溝整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.80.25&job_number=1060612-A1,N/A,N/A,N/A
20170703,紅石溪,經濟部水利署第八河川局,無法決標公告,紅石溪堤防(左岸四號及右岸三、四號)環境改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.18&job_number=A106003,N/A,N/A,N/A
20170703,野溪,花蓮縣豐濱鄉公所,公開招標公告,復興部落野溪擋土牆及護岸修護等四件工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.55.58&job_number=1060601-03,工程類5139-其他土木工程,"1,623,691",花蓮縣(原住民地區)
20170703,竹坑,交通部觀光局阿里山國家風景區管理處,公開招標公告,竹坑溪步道設施修復及遊憩服務設施改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.15.8.13&job_number=BE106-04,工程類5139-其他土木工程,"12,564,845",嘉義縣(非原住民地區)
20170703,太平溪,臺東縣政府,無法決標公告,太平溪高灘地整理工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.54&job_number=106190410268,N/A,N/A,N/A
20170703,大坑,行政院農業委員會水土保持局臺北分局,公開招標公告,三芝區臺2線大坑三生園區環境改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.7&job_number=106RA-01-007,工程類5139-其他土木工程,"4,391,595",新北市(非原住民地區)
20170703,武洛溪,屏東縣政府,公開招標公告,武洛溪排水(虎尾溝匯流處至九如橋)5K+700橋梁改建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.53&job_number=141-1060630,工程類5133-水道、海港、水壩及其他水利工程,"11,030,000",屏東縣(非原住民地區)
20170703,小坑,新北市政府農業局,公開招標公告,石門區小坑仔溪護岸整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.82.27&job_number=106B018,工程類5139-其他土木工程,"4,400,000",新北市(非原住民地區)
20170703,南河,高雄市政府水利局,公開招標公告,南河溪地母廟旁野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.97.25&job_number=A1060622,工程類5133-水道、海港、水壩及其他水利工程,"3,365,870",高雄市(非原住民地區)
20170703,竹溪,臺南市政府水利局,公開招標更正公告,「竹溪流域周邊景觀改善計畫—河岸周邊景觀改造工程」等2件工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.25&job_number=wat106062,工程類5133-水道、海港、水壩及其他水利工程,"468,395,652",臺南市(非原住民地區)
20170703,坑子溪,桃園市政府水務局,無法決標公告,蘆竹區坑子溪上游坑溝整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.80.25&job_number=1060612-A1,N/A,N/A,N/A
20170703,馬鞍溪(馬太鞍溪),花蓮縣政府,決標公告,馬鞍溪疏濬工程委託規劃設計技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.55&job_number=CI10606011,<勞務類>8672工程服務,"2,175,000",花蓮縣－全區
20170703,美濃溪,經濟部水利署第七河川局,決標公告,美濃溪廣興一號、竹圍及廣德護岸復建工程變更,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.17&job_number=106039-1,<工程類>5133水道、海港、水壩及其他水利工程,"496,100",高雄市－美濃區
20170703,八掌溪,經濟部水利署第五河川局,決標公告,八掌溪汫水港堤段防災減災工程(一期),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01010-001-030,<工程類>5133水道、海港、水壩及其他水利工程,"19,051,658",臺南市－鹽水區
20170703,八掌溪,經濟部水利署第五河川局,決標公告,八掌溪菁寮堤段防災減災工程(一期),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01010-001-027,<工程類>5133水道、海港、水壩及其他水利工程,"42,224,361",臺南市－後壁區
20170703,旗山溪,經濟部水利署第七河川局,決標公告,旗山溪左岸溪州大橋下游堤防維修改善工程變更,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.17&job_number=106032-1,<工程類>5133水道、海港、水壩及其他水利工程,"1,830,000",高雄市－旗山區
20170703,八掌溪,經濟部水利署第五河川局,決標公告,八掌溪菁寮堤段防災減災工程(二期),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01010-001-029,<工程類>5133水道、海港、水壩及其他水利工程,"21,717,124",臺南市－後壁區
20170703,高屏溪,高雄市大樹區公所,決標公告,106年度高屏溪水質水量保護區水源保育與回饋計畫工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.97.68&job_number=GB1060601,<工程類>5139其他土木工程,"4,162,900",高雄市－大樹區
20170703,過溪,高雄市大寮區公所,決標公告,106年度大寮區過溪、潮寮及會結等里公共工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.97.67&job_number=106-008,<工程類>5139其他土木工程,"3,597,106",高雄市－大寮區
20170703,麻園頭溪,臺中市政府建設局,決標公告,臺中市麻園頭溪流域人本空間改善整體規劃案,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.87.10&job_number=106B-039,<勞務類>8672工程服務,"1,063,450",臺中市－全區
20170703,虎頭溪(虎頭溪排水),臺南市政府水利局,決標公告,虎頭溪排水水質改善工程第一次變更設計,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.25&job_number=wat105070-1,<工程類>5133水道、海港、水壩及其他水利工程,"1,476,319",臺南市－新市區
20170703,中港,臺中市清水區公所,決標公告,106年臺中港特定區(市鎮中心)市地重劃清水區內各項公共設施改善工程開口契約,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.87.62&job_number=OS106-08,<工程類>5139其他土木工程,"9,962,739",臺中市－清水區
20170703,老街溪,桃園市政府環境保護局,定期彙送,老街溪中上游水質淨化工程-環鄉橋至延平橋河段污水截流工程委託監造技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.80.15&job_number=1060032323,<勞務類>8672工程服務,"257,478",桃園市－全區
20170703,海豐崙溪,經濟部水利署第五河川局,無法決標公告,海豐崙溪豬母墓橋下游左岸河川防災減災工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01010-001-031,N/A,N/A,N/A
20170703,八掌溪,嘉義縣政府,無法決標公告,106年度鰲鼓、朴子溪河口、好美寮、布袋鹽田、八掌溪口、嘉南埤圳等6處重要 濕地環境維護(開口契約),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50&job_number=106GA375C2,N/A,N/A,N/A
20170703,八掌溪,經濟部水利署第五河川局,無法決標公告,八掌溪軍輝橋上下游堤段環境營造委託設計技術服務計畫,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01020-004-002,N/A,N/A,N/A
20170703,紅石溪,經濟部水利署第八河川局,無法決標公告,紅石溪堤防(左岸四號及右岸三、四號)環境改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.18&job_number=A106003,N/A,N/A,N/A
20170703,太平溪,臺東縣政府,無法決標公告,太平溪高灘地整理工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.54&job_number=106190410268,N/A,N/A,N/A
20170703,野溪,苗栗縣政府,公開取得報價單或企劃書公告,苗栗市新川里15鄰泉水窩野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.45&job_number=106122d,工程類5139-其他土木工程,"750,000",苗栗縣(非原住民地區)
﻿20170704,急水溪,臺南市下營區公所,公開招標公告,下營區急水溪排水護坡及橋頭港埤排水菜園港橋段護岸等2件改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.68&job_number=hsia1061012,工程類5139-其他土木工程,"1,831,000",臺南市(非原住民地區)
20170704,野溪,行政院農業委員會水土保持局臺南分局,公開招標公告,杉林內灣野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.10&job_number=106-SCWF-15-4-019,工程類5139-其他土木工程,"2,443,642",高雄市(非原住民地區)
20170704,野溪,新竹縣尖石鄉公所,公開招標公告,那羅大橋上下游野溪清疏工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.44.62&job_number=1064104,工程類5139-其他土木工程,"7,605,000",新竹縣尖石鄉(原住民地區)
20170704,大溪,桃園市政府消防局,無法決標公告,106年市府補助大溪義消中隊購置消防後勤車採購案,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.80.32&job_number=H106-28,N/A,N/A,N/A
20170704,北勢坑,新北市政府農業局,公開招標公告,貢寮區和美里北勢坑農路改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.82.27&job_number=106B019,工程類5139-其他土木工程,"2,226,418",新北市(非原住民地區)
20170704,木瓜溪,台灣自來水股份有限公司第九區管理處,公開招標公告,木瓜溪過溪送水管線保護工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.52.9&job_number=WC-06-0901-05,工程類5139-其他土木工程,"8,245,650",花蓮縣(原住民地區)
20170704,野溪,臺南市官田區公所,公開招標公告,官田區大崎里第七鄰野溪排水護岸工程(第三期),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.70&job_number=106045,工程類5133-水道、海港、水壩及其他水利工程,"967,983",臺南市(非原住民地區)
20170704,濁水溪,南投縣政府,公開招標公告,106濁水溪武界橋下游河段疏濬作業(第二期)-併辦土石標售,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.48&job_number=1060503011A-1,工程類5133-水道、海港、水壩及其他水利工程,"6,000,000",南投縣仁愛鄉(原住民地區)
20170704,鹽水溪,經濟部水利署第六河川局,公開招標更正公告,鹽水溪斷面55-2(高鐵橋)至斷面61河段疏濬工程併辦土石標售,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.16&job_number=A106041,工程類5133-水道、海港、水壩及其他水利工程,"7,955,000",臺南市(非原住民地區)
20170704,二仁溪,經濟部水利署第六河川局,公開招標更正公告,二仁溪石安橋上下游河段疏濬工程併辦土石標售,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.16&job_number=A106044,工程類5133-水道、海港、水壩及其他水利工程,"3,740,000",臺南市(非原住民地區)
20170704,秀姑巒溪,經濟部水利署第九河川局,決標公告,106年花蓮溪、秀姑巒溪河川區域揚塵改善計畫,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.19&job_number=106-B-01030-004-419,<工程類>5133水道、海港、水壩及其他水利工程,"3,261,574","花蓮縣－吉安,花蓮縣－壽豐,花蓮縣－玉里"
20170704,野溪,苗栗縣銅鑼鄉公所,決標公告,竹森村第5鄰榴槤坑野溪護岸掏空坍塌案等2件修復工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.45.60&job_number=106017,<工程類>5139其他土木工程,"1,835,000",苗栗縣－銅鑼
20170704,旱坑,行政院農業委員會水土保持局臺北分局,決標公告,新埔鎮旱坑地區涼井周邊環境改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.7&job_number=106RA-01-001,<工程類>5139其他土木工程,"8,959,504",新竹縣－全區
20170704,汝仍溪,經濟部水利署南區水資源局,決標公告,牡丹水庫集水區汝仍溪攔木設施工程設計,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.3&job_number=MOEAWRA1060433,<勞務類>8673綜合工程服務,"3,000,000",屏東縣－牡丹
20170704,大甲溪,臺中市政府建設局,決標公告,國道4號神岡交流道跨越大甲溪月眉西側南向聯絡道工程(路工標)委託設計暨監造技術服務-第一次契約變更,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.87.10&job_number=106B-054,<勞務類>8672工程服務,"4,580,471",臺中市－后里區
20170704,後龍溪,經濟部水利署第二河川局,決標公告,後龍溪汶水橋上游至錦卦大橋下游河段疏濬土石採售分離作業計畫－檢測部分,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.12&job_number=B106027,<勞務類>522土木工程施工服務,"950,000",苗栗縣－全區
20170704,溪洲溪,屏東縣潮州鎮公所,決標公告,溪洲溪排水九塊支排應急工程(新增項目),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.53.52&job_number=106-03-21-3-1,<工程類>5133水道、海港、水壩及其他水利工程,"54,000",屏東縣－潮州
20170704,北港溪,經濟部水利署第五河川局,決標公告,北港溪鎮平堤段環境改善工程(四期),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01020-001-017,<工程類>5133水道、海港、水壩及其他水利工程,"43,397,612","雲林縣－斗南,雲林縣－大埤"
20170704,八掌溪,經濟部水利署第五河川局,決標公告,八掌溪南靖堤段防災減災工程(一期),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=106-B-01010-001-028-1,<工程類>5133水道、海港、水壩及其他水利工程,"47,104,899",嘉義縣－水上
20170704,樹湖溪,花蓮縣政府,決標公告,樹湖溪農墾橋堤頂道路改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.55&job_number=EC106051701,<工程類>5133水道、海港、水壩及其他水利工程,"1,390,096",花蓮縣－壽豐
20170704,大溪,桃園市政府消防局,無法決標公告,106年市府補助大溪義消中隊購置消防後勤車採購案,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.80.32&job_number=H106-28,N/A,N/A,N/A
20170704,卓溪,花蓮縣政府,無法決標公告,卓溪鄉古風村白端擋土牆興建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.55&job_number=AB1060000926,N/A,N/A,N/A
20170704,八掌溪,臺南市北門區公所,無法決標公告,雙春地區近八掌溪出海口漁產道路路面改善工程、雙春漁產道路程(525-12）路面改善工程等2件,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.75&job_number=106070302,N/A,N/A,N/A
