out/pcc_out_201512.csv
﻿20151201,口隘溪,臺灣高雄農田水利會,公開招標公告,二仁導水路倒虹吸工(口隘溪段)改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=76013504&job_number=E104-100,工程類5133-水道、海港、水壩及其他水利工程,"63,737,000",高雄市(非原住民地區)
20151201,六重溪,臺南市政府水利局,公開招標公告,白河區六溪里六重溪八號壩護岸暨上游護岸崩塌改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.25&job_number=1041230,工程類5133-水道、海港、水壩及其他水利工程,"3,330,268",臺南市(非原住民地區)
20151201,新店溪,經濟部水利署第十河川局,公開招標公告,新店溪文山護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.20&job_number=wra1010424,工程類5133-水道、海港、水壩及其他水利工程,"14,526,605",新北市(非原住民地區)
20151201,野溪,嘉義縣竹崎鄉公所,公開招標公告,104年8月蘇迪勒颱風G1類-竹崎鄉桃源村桃白橋下游水保及旺旺野溪水保及忘鄉橋水保及昇平村溫水溪護岸等4件災修復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.64&job_number=10419072A,工程類5139-其他土木工程,"1,408,379",嘉義縣(非原住民地區)
20151201,石牌坑,彰化縣政府,公開招標公告,104年度彰化市石牌坑野溪護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.47&job_number=104-0022203-171-1-1,工程類5133-水道、海港、水壩及其他水利工程,"1,935,301",彰化縣(非原住民地區)
20151201,中港,經濟部加工出口區管理處中港分處,公開招標公告,105年度中港加工出口區公共設施維修（道路、號誌及路燈等）,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.7.3&job_number=CK1041130,勞務類97-其他服務,"2,483,861",臺中市(非原住民地區)
20151201,大坑,嘉義縣竹崎鄉公所,公開招標公告,嘉義縣竹崎鄉大坑山凌雲岩景觀工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.64&job_number=10419120,工程類5139-其他土木工程,"6,833,000",嘉義縣(非原住民地區)
20151201,竹坑,雲林縣政府,公開招標公告,華南村坑頭支線、華南村後竹坑農路災後復建工程等二件,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.49&job_number=1041A30027,工程類5139-其他土木工程,"1,162,000",雲林縣(非原住民地區)
20151201,利嘉溪,臺東縣政府,公開招標公告,利嘉溪左岸鐵路橋下游堤防復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.54&job_number=104190210340,工程類5133-水道、海港、水壩及其他水利工程,"72,737,000",臺東縣台東市(原住民地區)
20151201,曾文溪,臺南市政府水利局,公開招標公告,104年度曾文溪以北市管區域排水疏通清淤工程(開口契約)C案,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.25&job_number=1041130a,工程類5133-水道、海港、水壩及其他水利工程,"4,151,000",臺南市(非原住民地區)
20151201,將軍溪,臺南市政府水利局,公開招標公告,將軍溪排水系統疏通清淤工程(開口契約),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.25&job_number=1041130,工程類5133-水道、海港、水壩及其他水利工程,"5,800,000",臺南市(非原住民地區)
20151201,中坑,臺南市龍崎區公所,公開招標公告,龍崎區中坑里方山頂農路改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.86&job_number=104070,工程類5139-其他土木工程,"187,517",臺南市(非原住民地區)
20151201,野溪,臺南市玉井區公所,公開招標公告,玉井區沙田里(水琦高分13電桿旁)野溪護岸改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.95.79&job_number=104-S05,工程類5139-其他土木工程,"961,406",臺南市(非原住民地區)
20151201,大溪,台灣自來水股份有限公司第八區管理處,公開招標更正公告,深溝給水廠大溪淨水場操作委外承攬,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.52.8&job_number=AB-05-0801-01,勞務類97-其他服務,"471,403",宜蘭縣(非原住民地區)
20151201,基隆河,行政院農業委員會水土保持局臺北分局,限制性招標(經公開評選或公開徵求)公告,基隆河等集水區土砂控制測量與監測,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.7&job_number=105-SCWFP-01-01-001,勞務類522-土木工程施工服務,"4,000,000",新北市(非原住民地區)
20151201,九岸溪,行政院農業委員會水土保持局花蓮分局,限制性招標(經公開評選或公開徵求)公告,九岸溪及螺仔溪等集水區野溪及水土保持整體調查規劃評估檢討,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=105WSR-6-01-001,勞務類8673-綜合工程服務,"2,600,000",花蓮縣(原住民地區)
20151201,萬年溪,屏東縣政府,限制性招標(經公開評選或公開徵求)公告,105年度萬年溪上游海豐濕地工區環境維護及水質檢測委託技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.53&job_number=D104-1104-141-1,勞務類8672-工程服務,"2,140,000",屏東縣(非原住民地區)
20151201,寒溪,行政院農業委員會水土保持局臺北分局,限制性招標(經公開評選或公開徵求)公告,寒溪等集水區治山防災構造物調查與改善策略評估,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.7&job_number=105WSR-1-01-001,勞務類522-土木工程施工服務,"4,000,000",宜蘭縣(非原住民地區)
20151201,野溪,南投縣政府,決標公告,「埔里鎮枇杷里天旨宮下方坡地排水改善工程、國姓鄉南港村港頭巷存光橋上游野溪整治工程 」等2件測設監造工作,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.48&job_number=1040906507B,<勞務類>8673綜合工程服務,"434,648","南投縣－國姓,南投縣－埔里"
20151201,野溪,南投縣政府,決標公告,竹山鎮投45線5.7K旁坑溝整治工程、竹山鎮桶頭里刈菜園坑野溪整治工程測設監造工作,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.48&job_number=1040906510B,<勞務類>8673綜合工程服務,"267,750",南投縣－竹山
