out/pcc_out_201102.csv
﻿20110201,十八重溪,經濟部水利署第四河川局,招標文件公開閱覽公告資料公告,十八重溪與陳有蘭溪匯流口高灘地保護防災減災工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.14&job_number=s100005,N/A,N/A,N/A
20110201,龜重溪,經濟部水利署第五河川局,公開招標公告,龜重溪五重堤段護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-027,工程類5133-水道、海港、水壩及其他水利工程,"9,893,100",臺南市(非原住民地區)
20110201,宜蘭河,經濟部水利署第一河川局,公開招標公告,100年度宜蘭河堤防綠美化維護暨雜草剷除工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.11&job_number=100-C01030-001-003,工程類5133-水道、海港、水壩及其他水利工程,"4,145,715",宜蘭縣(非原住民地區)
20110201,石龜溪,經濟部水利署第五河川局,公開招標公告,石龜溪廣永橋下游固床工、梅圳護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-018,工程類5133-水道、海港、水壩及其他水利工程,"9,975,000",雲林縣(非原住民地區)
20110201,安農溪,經濟部水利署第一河川局,公開招標公告,100年度羅東溪及安農溪堤防綠美化維護暨雜草剷除工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.11&job_number=100-C-01030-001-002,工程類5133-水道、海港、水壩及其他水利工程,"4,642,860",宜蘭縣(非原住民地區)
20110201,石牛溪,經濟部水利署第五河川局,公開招標公告,石牛溪新部朝陽堤防復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-021,工程類5133-水道、海港、水壩及其他水利工程,"8,379,000",雲林縣(非原住民地區)
20110201,蘭陽溪,經濟部水利署第一河川局,公開招標公告,100年度蘭陽溪堤防綠美化維護暨雜草剷除工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.11&job_number=100-C-01030-001-001,工程類5133-水道、海港、水壩及其他水利工程,"7,028,901",宜蘭縣(非原住民地區)
20110201,牛稠溪,經濟部水利署第五河川局,公開招標公告,牛稠溪覆鼎金段復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-030,工程類5133-水道、海港、水壩及其他水利工程,"6,060,600",嘉義縣(非原住民地區)
20110201,野溪,行政院農業委員會水土保持局臺南分局,公開招標公告,佳佳南野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.10&job_number=100S-WF-4-T01-012,工程類5139-其他土木工程,"6,842,000",屏東縣牡丹鄉(原住民地區)
20110201,北港溪,經濟部水利署第五河川局,公開招標公告,北港溪土庫堤防段復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-035,工程類5133-水道、海港、水壩及其他水利工程,"8,890,000",雲林縣(非原住民地區)
20110201,大湖口溪,經濟部水利署第五河川局,公開招標公告,大湖口溪南勢堤防麻園護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-020,工程類5133-水道、海港、水壩及其他水利工程,"2,071,155",雲林縣(非原住民地區)
20110201,八掌溪,經濟部水利署第五河川局,公開招標公告,八掌溪彌陀、頂潭、下潭堤段堤防復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-032,工程類5133-水道、海港、水壩及其他水利工程,"9,362,730",嘉義縣(非原住民地區)
20110201,東港溪,經濟部水利署第七河川局,無法決標公告,東港溪成德橋上下游護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.17&job_number=100014,N/A,N/A,N/A
20110201,野溪,行政院農業委員會水土保持局臺南分局,公開招標公告,高原內坑野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.10&job_number=100-ADE-01-4-038,工程類5139-其他土木工程,"5,380,865",臺南市(非原住民地區)
20110201,武鹿溪,行政院農業委員會水土保持局臺南分局,公開招標公告,武鹿溪上游支流治理工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.10&job_number=100S-SC-4-S01-001,工程類5139-其他土木工程,"5,591,636",高雄市(非原住民地區)
20110201,野溪,行政院農業委員會水土保持局南投分局,公開招標公告,南港村往公墓旁野溪等二件整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-WF-3-M01-007,工程類5139-其他土木工程,"4,416,000",南投縣(非原住民地區)
20110201,打鐵坑,行政院農業委員會水土保持局南投分局,公開招標公告,大埔社區打鐵坑溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-SC-3-P01-002,工程類5139-其他土木工程,"4,676,000",雲林縣(非原住民地區)
20110201,野溪,行政院農業委員會水土保持局南投分局,公開招標公告,大旗村五鄰野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-WF-3-M01-002,工程類5139-其他土木工程,"4,922,000",南投縣(非原住民地區)
20110201,中坑,行政院農業委員會水土保持局南投分局,公開招標公告,中坑野溪上游整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-SC-3-M01-003,工程類5139-其他土木工程,"9,058,000",南投縣(非原住民地區)
20110201,野溪,行政院農業委員會水土保持局南投分局,公開招標公告,瑞峰六鄰野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-WF-3-Q01-002,工程類5139-其他土木工程,"4,807,000",嘉義縣(非原住民地區)
20110201,野溪,行政院農業委員會水土保持局南投分局,公開招標公告,公興村中寮野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-WF-3-Q01-006,工程類5139-其他土木工程,"5,796,815",嘉義縣(非原住民地區)
20110201,野溪,行政院農業委員會水土保持局臺南分局,公開招標公告,力里一鄰野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.10&job_number=100S-WF-4-T01-009,工程類5139-其他土木工程,"5,267,000",屏東縣春日鄉(原住民地區)
20110201,野溪,行政院農業委員會水土保持局臺南分局,公開招標公告,枋山第四公墓旁野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.10&job_number=100S-WF-4-T01-004,工程類5139-其他土木工程,"7,233,000",屏東縣(非原住民地區)
20110201,冬山河,宜蘭縣政府,公開招標公告,冬山河親水公園設施修護工程案,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.42&job_number=BTCO100005,工程類5139-其他土木工程,"20,058,094",宜蘭縣(非原住民地區)
20110201,海豐崙溪,經濟部水利署第五河川局,公開招標公告,海豐崙溪仁榮橋上游右岸護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-023,工程類5133-水道、海港、水壩及其他水利工程,"2,726,000",雲林縣(非原住民地區)
20110201,深坑,經濟部水利署第五河川局,公開招標公告,澐水溪深坑七號堤段復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-038,工程類5133-水道、海港、水壩及其他水利工程,"5,076,882",嘉義縣(非原住民地區)
20110201,朴子溪,經濟部水利署第五河川局,公開招標公告,朴子溪雙函堤段復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-034,工程類5133-水道、海港、水壩及其他水利工程,"7,395,212",嘉義縣(非原住民地區)
20110201,龜重溪,經濟部水利署第五河川局,公開招標公告,龜重溪忠義護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.15&job_number=100-C-01030-006-033,工程類5133-水道、海港、水壩及其他水利工程,"10,280,094",臺南市(非原住民地區)
20110201,美濃溪,經濟部水利署第七河川局,公開招標更正公告,美濃溪廣興二號護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.17&job_number=100015,工程類5133-水道、海港、水壩及其他水利工程,"11,973,200",高雄市(非原住民地區)
20110201,後壁溪,屏東縣高樹鄉公所,公開招標更正公告,後壁溪排水復建災修工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.53.61&job_number=100018,工程類5139-其他土木工程,"1,199,073",屏東縣(非原住民地區)
20110201,苓雅溪(苓仔溪),行政院農業委員會水土保持局花蓮分局,限制性招標(經公開評選或公開徵求)公告,苓雅溪子集水區調查規劃,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=100S-SCB-6-01-001,勞務類8673-綜合工程服務,"3,000,000",花蓮縣(原住民地區)
20110201,鱉溪,行政院農業委員會水土保持局花蓮分局,限制性招標(經公開評選或公開徵求)公告,鱉溪子集水區調查規劃,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=100S-WFB-6-01-002,勞務類8673-綜合工程服務,"3,000,000",花蓮縣(原住民地區)
20110201,野溪,行政院農業委員會水土保持局臺北分局,限制性招標(經公開評選或公開徵求)公告,「煤源3號農路旁野溪整治工程」等委託設計及監造技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.7&job_number=100-06,勞務類8672-工程服務,"6,000,000",新竹縣尖石鄉(原住民地區)
20110201,大羅蘭溪,行政院農業委員會水土保持局臺北分局,限制性招標(經公開評選或公開徵求)公告,「大羅蘭溪1K+240野溪整治工程」等委託設計及監造技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.7&job_number=100-04,勞務類8672-工程服務,"6,000,000",新北市烏來區(原住民地區)
20110201,萬年溪,屏東縣政府,限制性招標(經公開評選或公開徵求)公告,萬年溪沿岸公署建築周邊環境景觀改善規劃設計和景觀橋等工程規劃設計暨監造服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.53&job_number=D100-012101,勞務類8673-綜合工程服務,"10,350,429",屏東縣(非原住民地區)
20110201,三疊溪,嘉義縣政府,限制性招標(經公開評選或公開徵求)公告,三疊溪支流-大埔美溪護岸改善應急工程委託勘測設計及監造,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50&job_number=100TE053C1,勞務類522-土木工程施工服務,"1,390,240",嘉義縣(非原住民地區)
20110201,東河,臺東縣政府,決標公告,臺東縣「東河國小舊校舍拆除重建二期工程」委託規劃設計監造技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.54&job_number=099140230507,<勞務類>8673綜合工程服務,"827,057",臺東縣－東河
20110201,四坑,嘉義縣梅山鄉公所,決標公告,梅山鄉雙溪村二甲四坑農路復建工程及梅山鄉雙溪村田寮浦定坑農路復建工程及梅山鄉雙溪,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100003,<工程類>5139其他土木工程,"1,745,100",嘉義縣－梅山
20110201,野溪,嘉義縣梅山鄉公所,決標公告,梅山鄉瑞里村六鄰野溪護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100005,<工程類>5139其他土木工程,"3,766,411",嘉義縣－梅山
20110201,野溪,嘉義縣梅山鄉公所,決標公告,梅山鄉過山村鳳梨寮野溪災修工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100007,<工程類>5139其他土木工程,"1,489,000",嘉義縣－梅山
20110201,雙溪,嘉義縣梅山鄉公所,決標公告,梅山鄉雙溪村後棟坑溝復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100009,<工程類>5139其他土木工程,"2,546,000",嘉義縣－梅山
20110201,野溪,嘉義縣梅山鄉公所,決標公告,梅山鄉太和村社後坪吳鳳廟前野溪復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100010,<工程類>5139其他土木工程,"1,630,000",嘉義縣－梅山
20110201,野溪,嘉義縣梅山鄉公所,決標公告,梅山鄉圳北橋旁野溪復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100008,<工程類>5139其他土木工程,"3,347,100",嘉義縣－梅山
20110201,坑口溪,嘉義縣梅山鄉公所,決標公告,坑口溪崁仔腳橋下游護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100002,<工程類>5139其他土木工程,"2,114,100",嘉義縣－梅山
20110201,草湖溪,臺中市太平區公所,決標公告,「草湖溪上游野溪清疏工程」及「北田溪上游野溪（第二期）清疏工程」委託技術服務,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.87.61&job_number=e100001,<勞務類>8672工程服務,"1,229,963",臺中市－太平區
20110201,濁水溪,經濟部水利署第四河川局,決標公告,99年度濁水溪濁水低水護岸高灘地保護防災減災工程CCO,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.14&job_number=s99070a,<工程類>5133水道、海港、水壩及其他水利工程,"4,804,953","彰化縣－二水,南投縣－名間,南投縣－竹山"
20110201,雙溪,嘉義縣梅山鄉公所,定期彙送,梅山鄉安靖、大南、雙溪等村駁坎、排水及路面改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100A002,<工程類>5139其他土木工程,"922,300",嘉義縣－梅山
20110201,雙溪,嘉義縣梅山鄉公所,定期彙送,大南、過山、梅北、永興、圳南、梅東、雙溪、瑞里、太平、龍眼等村道路改善工程委託設,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.65&job_number=100A005,<勞務類>8673綜合工程服務,"201,101",嘉義縣－梅山
20110201,東港溪,經濟部水利署第七河川局,無法決標公告,東港溪成德橋上下游護岸復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.17&job_number=100014,N/A,N/A,N/A
20110201,嘉農溪,行政院農業委員會林務局花蓮林區管理處,無法決標公告,嘉農溪坡腳穩固工程委託監造工作,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.4.8&job_number=100S-WF-7-U02-001-1,N/A,N/A,N/A
20110201,貓羅溪,南投縣政府,財物變賣公告,貓羅溪振興橋下游至國道3號中興段河段疏濬作業-收入部份,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.48&job_number=990503004F,N/A,N/A,N/A
﻿20110208,土地公坑,行政院農業委員會水土保持局南投分局,公開招標公告,土地公坑岩竹橋上下游護岸改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-SC-3-N01-002,工程類5139-其他土木工程,"3,465,743",彰化縣(非原住民地區)
20110208,東河,臺東縣東河鄉公所,公開招標公告,東河鄉梅姬風災復建工程(七塊厝、五塊厝、泰源牧場、馬達吉達等4工區),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.54.57&job_number=TH10004,工程類5139-其他土木工程,"1,213,000",臺東縣東河鄉(原住民地區)
20110208,武洛溪,經濟部水利署第七河川局,無法決標公告,武洛溪口社橋至匯流口河段河道疏濬工程併辦土石標售,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.13.20.17&job_number=ks100002,N/A,N/A,N/A
20110208,大坑,臺中市政府秘書處,公開招標公告,100年度大坑地區道路及附屬設施緊急處理工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.87.1&job_number=100020100085,工程類5139-其他土木工程,"5,697,000",臺中市(非原住民地區)
20110208,野溪,行政院農業委員會水土保持局南投分局,公開招標公告,潭南一鄰野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.9&job_number=100S-WF-3-M01-013,工程類5139-其他土木工程,"5,376,132",南投縣(非原住民地區)
20110208,三疊溪,嘉義縣政府,限制性招標(經公開評選或公開徵求)更正公告,三疊溪支流-大埔美溪護岸改善應急工程委託勘測設計及監造,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50&job_number=100TE053C1,勞務類522-土木工程施工服務,"1,390,240",嘉義縣(非原住民地區)
