out/pcc_out_201601.csv
﻿20160104,光復溪,交通部鐵路改建工程局東部工程處,決標公告,花東線鐵路瓶頸路段雙軌化暨全線電氣化計畫營運期間環境監測新增花蓮光復溪改建橋梁段陸域生態調查專業服務工作,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.15.24.1&job_number=104-WT-G-384,<勞務類>8672工程服務,"557,865",花蓮縣－光復
20160104,後坑仔溪,嘉義縣中埔鄉公所,公開招標公告,灣潭村3鄰後坑仔溪復建工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.50.63&job_number=1040052,工程類5139-其他土木工程,"2,194,800",嘉義縣(非原住民地區)
20160104,野溪,行政院農業委員會水土保持局臺東分局,公開招標公告,北源野溪加強工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.11&job_number=105-SCWF-01-5-212,工程類5139-其他土木工程,"3,957,763",臺東縣東河鄉(原住民地區)
20160104,野溪,行政院農業委員會水土保持局花蓮分局,公開招標公告,松浦里6鄰野溪整治二期工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=105-ADE-01-6-149,工程類5133-水道、海港、水壩及其他水利工程,"4,429,401",花蓮縣(原住民地區)
20160104,東港溪,屏東縣政府,無法決標公告,龍頸溪排水護岸改善(1號閘門~東港溪)竹鳳橋橋樑改建工程併辦土石標售,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.53&job_number=141-1041217A1,N/A,N/A,N/A
20160104,新港溪(北勢溪),苗栗縣政府,無法決標公告,竹南鎮新港溪排水坡面掏空、竹南鎮新港溪護岸基腳掏空、竹南鎮天文里新港溪出口提坊後坡擋土牆崩塌工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.45&job_number=104208c,N/A,N/A,N/A
20160104,野溪,行政院農業委員會水土保持局花蓮分局,公開招標公告,德武里3鄰野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=105-SCWF-01-6-226,工程類5133-水道、海港、水壩及其他水利工程,"1,590,900",花蓮縣(原住民地區)
20160104,野溪,行政院農業委員會水土保持局花蓮分局,公開招標公告,水璉村芳寮橋上游野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=105-SCWF-01-6-221,工程類5133-水道、海港、水壩及其他水利工程,"3,105,262",花蓮縣(原住民地區)
20160104,野溪,行政院農業委員會水土保持局花蓮分局,公開招標公告,蘆藤坑野溪整治工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=105-ADE-01-6-139,工程類5133-水道、海港、水壩及其他水利工程,"2,755,568",花蓮縣(原住民地區)
20160104,豆子埔溪,新竹縣政府,公開招標公告,105年度豆子埔溪、縣管河川及區域排水環境景觀綠美化工程(開口契約),http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.76.44&job_number=W105-005,工程類5139-其他土木工程,"1,884,290",新竹縣(非原住民地區)
20160104,馬太鞍溪,行政院農業委員會水土保持局花蓮分局,公開招標公告,明利村4鄰馬太鞍溪上方農路設施改善工程,http://ronnywang.github.io/pcc-viewer/tender.html?unit_id=3.45.5.12&job_number=105FR3606-008,工程類5139-其他土木工程,"1,749,198",花蓮縣(原住民地區)
